id,name,rank,category,url
529b418d533b76924600085d,Convert PascalCase string into snake_case,-5,algorithms,https://www.codewars.com/kata/529b418d533b76924600085d
57b6f5aadb5b3d0ae3000611,Length of missing array,-6,algorithms,https://www.codewars.com/kata/57b6f5aadb5b3d0ae3000611
515f51d438015969f7000013,Pyramid Array,-6,algorithms,https://www.codewars.com/kata/515f51d438015969f7000013
51e04f6b544cf3f6550000c1,Beeramid,-5,algorithms,https://www.codewars.com/kata/51e04f6b544cf3f6550000c1
525f47c79f2f25a4db000025,Valid Phone Number,-6,algorithms,https://www.codewars.com/kata/525f47c79f2f25a4db000025
51edd51599a189fe7f000015,Mean Square Error,-5,algorithms,https://www.codewars.com/kata/51edd51599a189fe7f000015
52223df9e8f98c7aa7000062,ROT13,-5,algorithms,https://www.codewars.com/kata/52223df9e8f98c7aa7000062
526989a41034285187000de4,Count IP Addresses,-5,algorithms,https://www.codewars.com/kata/526989a41034285187000de4
51e0007c1f9378fa810002a9,Make the Deadfish Swim,-6,algorithms,https://www.codewars.com/kata/51e0007c1f9378fa810002a9
515decfd9dcfc23bb6000006,IP Validation,-6,algorithms,https://www.codewars.com/kata/515decfd9dcfc23bb6000006
526dbd6c8c0eb53254000110,Not very secure,-5,bug_fixes,https://www.codewars.com/kata/526dbd6c8c0eb53254000110
514a024011ea4fb54200004b,Extract the domain name from a URL,-5,reference,https://www.codewars.com/kata/514a024011ea4fb54200004b
525c65e51bf619685c000059,"Pete, the baker",-5,algorithms,https://www.codewars.com/kata/525c65e51bf619685c000059
580a429e1cb4028481000019,Author Disambiguation: to the point,-7,reference,https://www.codewars.com/kata/580a429e1cb4028481000019
5a6a02adcadebf618400002b,Make Your Own Hashmap,-7,reference,https://www.codewars.com/kata/5a6a02adcadebf618400002b
6394c1995e54bd00307cf768,French Imparfait Conjugation,-7,reference,https://www.codewars.com/kata/6394c1995e54bd00307cf768
6400aa17431f2d89c07eea75,Barbell weight,-7,reference,https://www.codewars.com/kata/6400aa17431f2d89c07eea75
650a86e8404241005fc744ca,Ones and Zeroes,-7,reference,https://www.codewars.com/kata/650a86e8404241005fc744ca
5d9fe0ace0aad7001290acb7,Significant Figures,-7,algorithms,https://www.codewars.com/kata/5d9fe0ace0aad7001290acb7
59f69fefa0143109e5000019,Did we win the Super Bowl?,-7,reference,https://www.codewars.com/kata/59f69fefa0143109e5000019
6627696c86b953001280675e,De-Emojify,-7,games,https://www.codewars.com/kata/6627696c86b953001280675e
5736378e3f3dfd5a820000cb,Bus Timer,-7,reference,https://www.codewars.com/kata/5736378e3f3dfd5a820000cb
565f448e6e0190b0a40000cc,Food combinations,-7,reference,https://www.codewars.com/kata/565f448e6e0190b0a40000cc
5a21f943c5e284d4340000cb,Bug Squish!,-7,reference,https://www.codewars.com/kata/5a21f943c5e284d4340000cb
5760c1c7f2717b91e20001a4,Find the motif in DNA sequence.,-7,algorithms,https://www.codewars.com/kata/5760c1c7f2717b91e20001a4
675dc1d3830826975c58a09d,C is for Codewars,-7,reference,https://www.codewars.com/kata/675dc1d3830826975c58a09d
5e5acfe31b1c240012717a78,Data Type Scramble,-7,reference,https://www.codewars.com/kata/5e5acfe31b1c240012717a78
5819a6fdc929bae4f5000a33,Identify Case,-7,reference,https://www.codewars.com/kata/5819a6fdc929bae4f5000a33
56b12e3ad2387de332000041,Greatest Difference,-7,reference,https://www.codewars.com/kata/56b12e3ad2387de332000041
57507369b0b6d1b5a60001b3,Decompose single strand DNA into 3 reading frames,-7,reference,https://www.codewars.com/kata/57507369b0b6d1b5a60001b3
573c91c5eaffa3bd350000b0,Gematria for all,-7,reference,https://www.codewars.com/kata/573c91c5eaffa3bd350000b0
5830195755f28edad4000081,Get row from alphabetical sequence,-7,reference,https://www.codewars.com/kata/5830195755f28edad4000081
6368426ec94f16a1e7e137fc,Walking in the hallway,-7,games,https://www.codewars.com/kata/6368426ec94f16a1e7e137fc
5bc9951026f1cdc77400011c,The Baby Years I - Baby Counting,-7,reference,https://www.codewars.com/kata/5bc9951026f1cdc77400011c
57eead3b5f79f6d977001fb7,DigitAll,-7,algorithms,https://www.codewars.com/kata/57eead3b5f79f6d977001fb7
58311faba317216aad000168,Format to the 2nd,-7,reference,https://www.codewars.com/kata/58311faba317216aad000168
57d147bcc98a521016000320,Pillow on the Fridge,-7,reference,https://www.codewars.com/kata/57d147bcc98a521016000320
6584b7cac29ca91dd9124009,Lojban Numbers,-7,reference,https://www.codewars.com/kata/6584b7cac29ca91dd9124009
5822b65bb81f702016000026,Unix command line `ls -l`  extract the file type. ,-7,reference,https://www.codewars.com/kata/5822b65bb81f702016000026
58e953ace87e856a97000046,Wise drunk man,-7,reference,https://www.codewars.com/kata/58e953ace87e856a97000046
582cb3a637c5583f2200005d,Disagreeable ascii,-7,reference,https://www.codewars.com/kata/582cb3a637c5583f2200005d
667dfbaa4570b2db26aedc8c,Clothes size number converter,-7,reference,https://www.codewars.com/kata/667dfbaa4570b2db26aedc8c
595d54bddddd7cf91800008c,COFFEE!,-7,reference,https://www.codewars.com/kata/595d54bddddd7cf91800008c
55b95c76e08bd5eef100001e,Counting in the  Amazon,-7,games,https://www.codewars.com/kata/55b95c76e08bd5eef100001e
530017aac7c0f49926000084,Pluck,-7,reference,https://www.codewars.com/kata/530017aac7c0f49926000084
58880c6e79a0a3e459000004,Simple Fun #37:  House Numbers Sum,-7,games,https://www.codewars.com/kata/58880c6e79a0a3e459000004
5497a3c181dd7291ce000700,Find sum of top-left to bottom-right diagonals,-7,reference,https://www.codewars.com/kata/5497a3c181dd7291ce000700
56ce2f90aa4ac7a4770019fa,Help Mr. E,-7,reference,https://www.codewars.com/kata/56ce2f90aa4ac7a4770019fa
65126d52a5de2b11c94096d2,Closing in Sum,-7,reference,https://www.codewars.com/kata/65126d52a5de2b11c94096d2
57212c55b6fa235edc0002a2,Dinner Plans,-7,reference,https://www.codewars.com/kata/57212c55b6fa235edc0002a2
5b36137991c74600f200001b,Kill The Monsters!,-7,reference,https://www.codewars.com/kata/5b36137991c74600f200001b
5e2c7639b5d728001489d910,Product ID from URL,-7,reference,https://www.codewars.com/kata/5e2c7639b5d728001489d910
5bc73331797b005d18000255,Curing Arachnophobia,-7,reference,https://www.codewars.com/kata/5bc73331797b005d18000255
584d88622609c8bda30000cf,Strange Strings Parser!,-7,algorithms,https://www.codewars.com/kata/584d88622609c8bda30000cf
5ac54bcbb925d9b437000001,Find the Middle of the Product,-7,reference,https://www.codewars.com/kata/5ac54bcbb925d9b437000001
57ce0c634001a5f3c7000006,Date Format Validation,-7,reference,https://www.codewars.com/kata/57ce0c634001a5f3c7000006
57cec34272f983e17800001e,PopShift,-7,reference,https://www.codewars.com/kata/57cec34272f983e17800001e
58702c0ca44cfc50dc000245,Pig Atinlay,-7,reference,https://www.codewars.com/kata/58702c0ca44cfc50dc000245
565ce4ab24ef4aee6a000074,String Matcher,-7,algorithms,https://www.codewars.com/kata/565ce4ab24ef4aee6a000074
57ed7214f670e99f7a000c73,Ski Jump,-7,reference,https://www.codewars.com/kata/57ed7214f670e99f7a000c73
56c2acc8c44a3ad6e400050a,"Monkey's MATH 01:  How many ""ZERO""s?",-7,games,https://www.codewars.com/kata/56c2acc8c44a3ad6e400050a
5727868888095bdf5c001d3d,String to list of integers.,-7,algorithms,https://www.codewars.com/kata/5727868888095bdf5c001d3d
5a81b78d4a6b344638000183,Spanish Conjugator,-7,reference,https://www.codewars.com/kata/5a81b78d4a6b344638000183
57aa3927e298a757820000a8,Number encrypting: cypher,-7,reference,https://www.codewars.com/kata/57aa3927e298a757820000a8
5874657211d7d6176a00012f,Alien Accent,-7,reference,https://www.codewars.com/kata/5874657211d7d6176a00012f
55f8ba3be8d585b81e000080,Mobile operator detector,-7,reference,https://www.codewars.com/kata/55f8ba3be8d585b81e000080
